"DeptCode","votenumber","VoteStatType","vote_text_E","vote_text_F","ME","MYA","SEA","SEB","SEC","Adjustments","Total"
"CBC","20",5,"Payments to the Canadian Broadcasting Corporation for working capital","Paiements à la Société Radio-Canada pour le fonds de roulement","4,000,000",0,0,0,0,0,"4,000,000"
"CBC","25",5,"Payments to the Canadian Broadcasting Corporation for capital expenditures","Paiements à la Société Radio-Canada pour les dépenses en capital","103,856,000",0,0,0,0,0,"103,856,000"
"CBSA","10",1,"Operating expenditures","Dépenses de fonctionnement","1,396,653,386","261,189,451",0,"37,183,489","-20,979",0,"1,695,005,347"
"CBSA","15",2,"Capital expenditures","Dépenses en capital","104,335,441","117,995,338",0,"38,916,147","-30,895,000",0,"230,351,926"
"CBSA","(S)",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","179,164,197",0,0,"6,768,929","223,434",0,"186,156,560"
"CC","10",5,"Payments to the Canada Council for the Arts","Paiements au Conseil des Arts du Canada","180,260,816",0,0,"127,001","1,050,000",0,"181,437,817"
"CCC","20",5,"Payments to the Canadian Commercial Corporation","Versements à la Corporation commerciale canadienne","15,481,540",0,0,0,0,0,"15,481,540"
"CCMD","40",1,"Program expenditures","Dépenses du Programme","42,231,200",0,0,0,0,0,"42,231,200"
"CCMD","(S)",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","6,233,121",0,0,0,0,0,"6,233,121"
"CCMD","(S)",999,"Spending of revenues pursuant to subsection 18(2) of the Canada School of Public Service Act","Dépenses des recettes conformément au paragraphe 18(2) de la Loi sur l'école de la fonction publique du Canada.","50,000,000",0,0,0,0,0,"50,000,000"
"CCOHS","20",1,"Program expenditures","Dépenses du Programme","3,853,172",0,0,0,0,0,"3,853,172"
"CCOHS","(S)",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","1,117,980",0,0,0,0,0,"1,117,980"
"CCRA","1",1,"Operating expenditures, contributions and recoverable expenditures on behalf of the Canada Pension Plan and the Employment Insurance Act","Dépenses de fonctionnement, contributions et dépenses recouvrables au titre du Régime de pensions du Canada et de la Loi sur l’assurance-emploi","3,046,330,734","262,895,972",0,0,"-6,585,649",0,"3,302,641,057"
"CCRA","5",2,"Capital expenditures and recoverable expenditures on behalf of the Canada Pension Plan and the Employment Insurance Act","Dépenses en capital et dépenses recouvrables au titre du Régime de pensions du Canada et de la Loi sur l’assurance-emploi","73,081,967","36,929,839",0,0,0,0,"110,011,806"
"CCRA","(S)",999,"Minister's Salary and Motor Car Allowance","Traitement et allocation pour automobile des ministres","79,102",0,0,0,0,0,"79,102"
"CCRA","(S)",999,"Spending of revenues received through the conduct of its operations pursuant to section 60 of the Canada Revenue Agency Act","Dépense des recettes résultant de la poursuite des opérations en vertu de l'article 60 de la Loi sur l'Agence du revenu du Canada","193,779,186",0,0,0,0,0,"193,779,186"
"CCRA","(S)",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","442,552,264",0,0,0,"915,122",0,"443,467,386"
"CCRA","(S)",999,"Children's Special Allowance payments","Versements d'allocations spéciales pour enfants","238,000,000",0,0,0,0,0,"238,000,000"
"CCRA","(S)",999,"Disbursements to provinces under the Softwood Lumber Products Export Charge Act, 2006","Versements aux provinces en vertu de la Loi de 2006 sur les droits d'exportation de produits de bois d'oeuvre","283,000,000",0,0,0,"-253,000,000",0,"30,000,000"
"CDC","15",1,"Program expenditures","Dépenses du Programme","3,985,810",0,0,0,0,0,"3,985,810"
"CEAA","15",1,"Program expenditures","Dépenses du Programme","28,142,126",0,0,0,0,0,"28,142,126"
"CEAA","(S)",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","2,863,886",0,0,0,0,0,"2,863,886"
"CEO","15",1,"Program expenditures","Dépenses du Programme","30,081,305",0,0,0,0,0,"30,081,305"
"CEO","(S)",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","6,625,283",0,0,0,0,0,"6,625,283"
"CEO","(S)",999,"Salary of the Chief Electoral Officer","Traitement du directeur général des élections","288,100",0,0,0,0,0,"288,100"
"CEO","(S)",999,"Expenses of elections","Dépenses d'élections","77,320,242",0,0,0,0,0,"77,320,242"
"CEO","(S)",999,"Expenses under Electoral Boundaries Readjustment Act","Dépenses en vertu de la Loi sur révision des limites des circonscriptions électorales","1,539,187",0,0,0,0,0,"1,539,187"
"CFDC","115",5,"Payments to Telefilm Canada to be used for the purposes set out in the Telefilm Canada Act","Paiements à Téléfilm Canada devant servir aux fins prévues par la Loi sur Téléfilm Canada","99,622,354",0,0,0,0,0,"99,622,354"
"CFGB","15",1,"Program expenditures","Dépenses du Programme","6,087,490",0,0,0,0,0,"6,087,490"
"CFGB","(S)",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","607,519",0,0,0,0,0,"607,519"
"CFIA","11",1,"Operating expenditures","Dépenses de fonctionnement","534,383,158",0,0,"28,998,011",0,"-337,084","563,044,085"
"CFIA","13",2,"Capital expenditures","Dépenses en capital","17,815,785",0,0,"6,828,183","-2,477,594",0,"22,166,374"
"CFIA","(S)",999,"Spending of Revenues pursuant to Section 30 of the Canadian Food Inspection Agency Act","Dépense des recettes conformément au paragraphe 30 de la Loi sur l'Agence canadienne d'inspection des aliments","53,161,000",0,0,0,0,0,"53,161,000"
"CFIA","(S)",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","79,025,461",0,0,"4,107,192",0,0,"83,132,653"
"CFIA","(S)",999,"Compensation payments in accordance with requirements established by Regulations under the Health of Animals Act and the Plant Protection Act, and authorized pursuant to the Canadian Food Inspection Agency Act (S.C., 1997, c. 6)","Paiements d'indemnisation conformes aux exigences prévues par les règlements pris en application de la Loi sur la santé des animaux et de la Loi sur la protection des végétaux et autorisés en vertu de la Loi sur l'Agence canadienne d'inspection des aliments (L.C. (1997) ch. 6)","3,500,000",0,0,0,0,0,"3,500,000"
"CGC","30",1,"Program expenditures","Dépenses du Programme","21,582,235",0,"12,273,425","175,001",0,0,"34,030,661"
"CGC","(S)",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","585,473",0,"2,952,519",0,0,0,"3,537,992"
"CGC","(S)",999,"Canadian Grain Commission Revolving Fund","Fonds renouvelable de la Commission canadienne des grains",0,0,0,0,0,0,0
"CH","1",1,"Operating expenditures","Dépenses de fonctionnement","162,928,160",0,"500,000","138,589","1,502,175",0,"165,068,924"
"CH","5",3,"Grants and contributions","Subventions et contributions","1,131,552,460",0,0,"388,404","1,804,395",0,"1,133,745,259"
"CH","(S)",999,"Minister's Salary and Motor Car Allowance","Traitement et allocation pour automobile des ministres","81,102",0,0,0,0,0,"81,102"
"CH","(S)",999,"Other Statutory Salaries and Allowances","Autres traitements et allocations législatifs","1,196,000",0,0,0,0,0,"1,196,000"
"CH","(S)",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","20,648,944",0,0,0,0,0,"20,648,944"
"CH","(S)",999,"Payments under the Lieutenant-Governors Superannuation Act (R.S.C., 1985, c. L-8)","Paiements en vertu de la Loi sur la pension de retraite des lieutenants-gouverneurs (L.R.C. (1985), ch. L-8)","637,000",0,0,0,0,0,"637,000"
"CH","(S)",999,"Supplementary Retirement Benefits – Former Lieutenant-Governors","Prestations de retraite supplémentaires – lieutenants-gouverneurs précédents","182,000",0,0,0,0,0,"182,000"
"CHRC","10",1,"Program expenditures","Dépenses du Programme","19,861,118",0,0,0,0,0,"19,861,118"
"CHRC","(S)",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","2,600,171",0,0,0,0,0,"2,600,171"
"CHRT","15",1,"Program expenditures","Dépenses du Programme","4,117,747",0,0,0,0,0,"4,117,747"
"CHRT","(S)",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","403,636",0,0,0,0,0,"403,636"
"CI","1",1,"Operating expenditures","Dépenses de fonctionnement","552,534,566",0,0,"15,975,941","-14,800,530",0,"553,709,977"
"CI","5",3,"Grants and contributions","Subventions et contributions","949,945,536",0,0,"3,000,000","30,202,090",0,"983,147,626"
"CI","7",9,"Passport Canada Revolving Fund – In accordance with section 12 of the Revolving Funds Act, (R.S.C., 1985, c. R-8), subsections 4 (1) and (2) of the same act are replaced by the following: 4(1) The Minister of Citizenship and Immigration may make expenditures out of the Consolidated Revenue Fund for the purpose of passport and other travel document services in Canada and at posts abroad. (2) The Minister of Citizenship and Immigration may spend, for the purpose mentioned in subsection (1), any revenue received in respect of that purpose. This amendment is deemed to have been enacted on July 2, 2013","Fonds renouvelable de Passeport Canada – En application de l'article 12 de la Loi sur les fonds renouvelables, ( L.R.C. (1985), ch. R-8), les paragraphes 4(1) et (2) de la même loi sont remplacés par ce qui suit : 4(1) Le ministre de la Citoyenneté et de l'Immigration peut engager des dépenses sur le Trésor pour les services de passeports et d'autres documents de voyage au Canada et dans les missions établies à l'étranger. (2) Le ministre de la Citoyenneté et de l'Immigration peut dépenser, au titre du poste visé au paragraphe (1), les recettes perçues au même titre. Cette modification est réputée avoir été édictée le 2 juillet 2013",0,0,0,1,0,0,1
"CI","8",9,"Passport Canada Revolving Fund – Reduced Drawdown Authority","Fonds renouvelable de Passeports Canada – Diminution de l’autorisation de prélèvement",0,0,0,0,1,0,1
"CI","9",4,"Debt write-off – Immigration loans","Radiation des dettes – Prêts à l’immigration",0,0,0,0,"806,220",0,"806,220"
"CI","(S)",999,"Minister's Salary and Motor Car Allowance","Traitement et allocation pour automobile des ministres","79,102",0,0,0,"2,000",0,"81,102"
"CI","(S)",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","57,359,614",0,0,"237,346","247,108",0,"57,844,068"
"CI","(S)",999,"Fees returned in connection with a terminated application","Remboursement de frais à l’égard de demande terminée","95,500,000",0,0,"-31,700,000","-18,800,000",0,"45,000,000"
"CICS","5",1,"Program expenditures","Dépenses du Programme","5,597,587",0,0,0,0,0,"5,597,587"
"CICS","(S)",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","437,917",0,0,0,0,0,"437,917"
"CIDA","25",1,"Operating expenditures","Dépenses de fonctionnement","171,101,774",0,0,0,0,0,"171,101,774"
"CIDA","30",3,"Grants and contributions","Subventions et contributions","2,719,266,590",0,0,0,0,0,"2,719,266,590"
"CIDA","(S)",999,"Minister's Salary and Motor Car Allowance","Traitement et allocation pour automobile des ministres","79,102",0,0,0,0,0,"79,102"
"CIDA","(S)",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","22,881,774",0,0,0,0,0,"22,881,774"
"CIDA","(S)",999,"Encashment of notes issued to the development assistance funds of the international financial institutions in accordance with the International Development (Financial Institutions) Assistance Act","Encaissement de billets délivrés aux fonds d'aide des institutions financières internationales conformément à la Loi sur l'aide au développement international (institutions financières)","246,000,000",0,0,0,0,0,"246,000,000"
"CIHR","15",1,"Operating expenditures","Dépenses de fonctionnement","46,367,765",0,0,"859,268","-135,753",0,"47,091,280"
"CIHR","20",3,"Grants","Subventions","915,350,465",0,"11,226,816","15,204,443","2,620,182",0,"944,401,906"
"CIHR","(S)",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","5,934,927",0,0,"78,436",0,0,"6,013,363"
"CIRB","10",1,"Program expenditures","Dépenses du Programme","11,916,532",0,0,0,0,0,"11,916,532"
"CIRB","(S)",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","1,637,433",0,0,0,0,0,"1,637,433"
"CITT","25",1,"Program expenditures","Dépenses du Programme","8,660,195",0,0,0,0,0,"8,660,195"
"CITT","(S)",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","1,233,346",0,0,0,0,0,"1,233,346"
"CLVM","10",5,"Payments to the Old Port of Montreal Corporation Inc. for operating and capital expenditures","Paiements à la Société du Vieux-Port de Montréal Inc. pour les dépenses de fonctionnement et les dépenses en capital","24,472,000",0,0,0,0,0,"24,472,000"
"CMC","35",5,"Payments to the Canadian Museum of Civilization for operating and capital expenditures","Paiements au Musée canadien des civilisations à l'égard des dépenses de fonctionnement et des dépenses en capital","57,418,730",0,0,0,"1,500,000",0,"58,918,730"
"CMHC","15",5,"To reimburse Canada Mortgage and Housing Corporation for the amounts of loans forgiven, grants, contributions and expenditures made, and losses, costs and expenses incurred under the provisions of the National Housing Act or in respect of the exercise of powers or the carrying out of duties or functions conferred on the Corporation pursuant to the authority of any Act of Parliament of Canada other than the National Housing Act, in accordance with the Corporation’s authority under the Canada Mortgage and Housing Corporation Act ","Rembourser à la Société canadienne d’hypothèques et de logement les remises accordées sur les prêts consentis, les subventions et contributions versées et les dépenses contractées, ainsi que les pertes subies et les frais et débours engagés en vertu des dispositions de la Loi nationale sur l’habitation ou à l’égard des pouvoirs que la Société exerce ou des tâches et des fonctions qu’elle exécute, en conformité avec le pouvoir de toute loi du Parlement du Canada, autre que la Loi nationale sur l’habitation, au titre du pouvoir qui lui est conféré par la Loi sur la Société canadienne d’hypothèques et de logement","2,100,578,000",0,0,0,0,0,"2,100,578,000"
"CMHR","30",5,"Payments to the Canadian Museum for Human Rights for operating and capital expenditures","Contributions à la Fondation canadienne des jeunes entrepreneurs","31,700,000",0,0,0,0,0,"31,700,000"
"CMI","40",5,"Payments to the Canadian Museum of Immigration at Pier 21 for operating and capital expenditures","Paiements au Musée canadien de l'immigration du Quai 21 à l'égard des dépenses de fonctionnement et des dépenses en capital","18,450,000",0,0,0,0,0,"18,450,000"
"CMN","45",5,"Payments to the Canadian Museum of Nature for operating and capital expenditures","Paiements au Musée canadien de la nature à l'égard des dépenses de fonctionnement et des dépenses en capital","25,834,904",0,0,0,0,0,"25,834,904"
"CNEDA","25",1,"Operating expenditures","Dépenses de fonctionnement","12,103,359",0,0,0,"1,451,768",0,"13,555,127"
"CNEDA","30",3,"Contributions","Contributions","38,664,119",0,0,0,0,0,"38,664,119"
"CNEDA","(S)",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","1,023,655",0,0,0,"199,707",0,"1,223,362"
"CNMI","30",5,"Payments to Marine Atlantic Inc.","Paiements à Marine Atlantic Inc.","154,430,000",0,0,0,0,0,"154,430,000"
"CPC","15",5,"Payments to the Canada Post Corporation for special purposes","Paiements à la Société canadienne des postes à des fins spéciales","22,210,000",0,0,0,0,0,"22,210,000"
"CPCC","25",1,"Program expenditures","Dépenses du Programme","2,433,726",0,0,0,0,0,"2,433,726"
"CPCC","(S)",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","142,943",0,0,0,0,0,"142,943"
"CRTC","50",1,"Program expenditures","Dépenses du Programme","4,403,550",0,0,1,0,0,"4,403,551"
"CRTC","(S)",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","6,803,308",0,0,0,0,0,"6,803,308"
"CSA","25",1,"Operating expenditures","Dépenses de fonctionnement","171,614,805",0,0,0,0,0,"171,614,805"
"CSA","30",2,"Capital expenditures","Dépenses en capital","272,688,412",0,0,0,0,0,"272,688,412"
"CSA","35",3,"Grants and contributions","Subventions et contributions","33,630,000",0,0,0,0,0,"33,630,000"
"CSA","(S)",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","10,747,711",0,0,0,0,0,"10,747,711"
"CSC","25",1,"Operating expenditures","Dépenses de fonctionnement","2,008,952,406",0,0,"5,102,763",0,0,"2,014,055,169"
"CSC","30",2,"Capital expenditures","Dépenses en capital","355,544,519",0,0,"-441,499",0,0,"355,103,020"
"CSC","(S)",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","233,116,766",0,0,0,0,0,"233,116,766"
"CSC","(S)",999,"CORCAN Revolving Fund","Fonds renouvelable CORCAN",0,0,0,0,0,0,0
"CSEC","20",1,"Program expenditures","Dépenses du Programme","388,818,662",0,0,"20,977,937",0,0,"409,796,599"
"CSEC","(S)",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","33,389,185",0,0,"560,774",0,0,"33,949,959"
"CSIS","20",1,"Program expenditures","Dépenses du Programme","464,636,769",0,0,"3,958,967",0,0,"468,595,736"
"CSIS","(S)",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","48,371,070",0,0,0,0,0,"48,371,070"
"CT","85",1,"Program expenditures","Dépenses du Programme","2,166,909",0,0,0,0,0,"2,166,909"
"CT","(S)",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","164,414",0,0,0,0,0,"164,414"
"CTA","25",1,"Program expenditures","Dépenses du Programme","24,153,322",0,0,0,0,0,"24,153,322"
"CTA","(S)",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","3,507,200",0,0,0,0,0,"3,507,200"
"CTAIB","10",1,"Program expenditures","Dépenses du Programme","26,063,130",0,0,"863,222",0,0,"26,926,352"
"CTAIB","(S)",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","3,505,079",0,0,"78,000",0,0,"3,583,079"
"EA","1",1,"Operating expenditures","Dépenses de fonctionnement","1,232,954,584",0,0,"27,287,949","33,259,243",0,"1,293,501,776"
"EA","5",2,"Capital expenditures","Dépenses en capital","165,509,939",0,0,"-1,124,968","-16,646,480",0,"147,738,491"
"EA","10",3,"Grants and contributions","Subventions et contributions","695,653,651",0,0,"245,514,210","248,041",0,"941,415,902"
"EA","15",1,"Payments, in respect of pension, insurance and social security programs or other arrangements for employees locally engaged outside of Canada, or in respect of the administration of such programs or arrangements, including premiums, contributions, benefit payments, fees and other expenditures made in respect of employees locally engaged outside Canada and for such other persons, as Treasury Board determines","Paiements au titre des programmes de pension, d’assurance et de sécurité sociale ou d’autres ententes pour les employés recrutés sur place à l’extérieur du Canada, ou au titre de l’administration de ces programmes ou conventions, y compris les primes, les contributions, les paiements d’avantages, les frais et les autres dépenses engagées à l’égard des employés recrutés sur place à l’extérieur du Canada et pour les autres personnes que le Conseil du Trésor décidera","65,380,000",0,0,0,0,0,"65,380,000"
"EA","16",4,"Debt forgiveness - Loans to the government of the Republic of the Union of Myanmar (Burma)","Remise de créances - Prêts consentis au gouvernement de la République de l’Union du Myanmar (Birmanie)",0,0,0,0,"8,306,202",0,"8,306,202"
"EA","(S)",999,"Minister's Salary and Motor Car Allowance","Traitement et allocation pour automobile des ministres","160,204",0,0,0,0,0,"160,204"
"EA","(S)",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","81,367,216",0,0,"3,391,429","1,181,124",0,"85,939,769"
"EA","(S)",999,"Encashment of notes issued to the development assistance funds of the international financial institutions in accordance with the International Development (Financial Institutions) Assistance Act","Encaissement de billets délivrés aux fonds d'aide des institutions financières internationales conformément à la Loi sur l'aide au développement international (institutions financières)",0,0,0,"17,000,000",0,0,"17,000,000"
"EA","(S)",999,"Passport Office Revolving Fund (Revolving Funds Act (R.S.C., 1985, c. R-8))","Fonds renouvelable du Bureau des passeports (R.S.C., 1985, c. R-8))","70,373,000",0,0,0,0,0,"70,373,000"
"EA","(S)",999,"Payments under the Diplomatic Service (Special) Superannuation Act (R.S.C., 1985, c. D-2)","Paiements en vertu de la Loi sur la pension spéciale du service diplomatique (L.R.C. (1985), ch. D-2)","250,000",0,0,0,0,0,"250,000"
"EC","1",1,"Operating expenditures","Dépenses de fonctionnement","701,254,526",0,0,"-4,253,371",0,0,"697,001,155"
"EC","5",2,"Capital expenditures","Dépenses en capital","51,922,400",0,0,"193,816",0,0,"52,116,216"
"EC","10",3,"Grants and contributions","Subventions et contributions","117,353,468",0,0,"2,391,193","-145,999",0,"119,598,662"
"EC","(S)",999,"Minister's Salary and Motor Car Allowance","Traitement et allocation pour automobile des ministres","79,102",0,0,0,0,0,"79,102"
"EC","(S)",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","88,749,822",0,0,"556,365",0,0,"89,306,187"
"EC","(S)",999,"Nature Conservancy of Canada","Conservation de la nature Canada",0,0,0,0,"20,000,000",0,"20,000,000"
"ECBC","10",5,"Payments to the Enterprise Cape Breton Corporation","Paiements à la Société d'expansion du Cap-Breton","51,763,000",0,0,"1,085,000",0,0,"52,848,000"
"EDC","(S)",999,"Payments to Export Development Canada to discharge obligations incurred pursuant to Section 23 of the Export Development Act (Canada Account) for the purpose of facilitating and developing trade between Canada and other countries (S.C., 2001, c. 33)","Versements à Exportation et développement Canada pour acquitter ses obligations encourues en vertu de l'Article 23 de la Loi sur le développement des exportations (Compte du Canada) afin de faciliter et d'accroître les échanges commerciaux entre le Canada et les autres pays (S.C.,2001, c.33)",0,0,0,0,0,0,0
"ERC","60",1,"Program expenditures","Dépenses du Programme","830,773",0,"710,001",0,0,0,"1,540,774"
"ERC","(S)",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","103,639",0,0,0,0,0,"103,639"
"FBCL","45",5,"Payments to the The Federal Bridge Corporation Limited","Paiements à la Société des ponts fédéraux Limitée","13,000,000",0,0,"1,338,293",0,0,"14,338,293"
"FEDSO","50",1,"Operating expenditures","Dépenses de fonctionnement","24,774,560",0,0,0,0,0,"24,774,560"
"FEDSO","55",3,"Grants and contributions","Subventions et contributions","194,888,410",0,0,"19,830,000",0,0,"214,718,410"
"FEDSO","(S)",999,"Minister's Salary and Motor Car Allowance","Traitement et allocation pour automobile des ministres",0,0,0,"2,000",0,0,"2,000"
"FEDSO","(S)",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","3,149,796",0,0,0,0,0,"3,149,796"
"FIN","1",1,"Operating expenditures","Dépenses de fonctionnement","111,169,165",0,0,"1,517,000","6,219,094",0,"118,905,259"
"FIN","5",3,"Grants and contributions","Subventions et contributions","5,035,000",0,0,"4,200,000",0,0,"9,235,000"
